Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"The man that enters here Must make his passage through Horatius brest,",spatial,violence,anatomy,,,,
"with this target do I buckle Rome,",mental_faculty__state__entities,clothes,politics,,,,
"[soldiers] cowards, slaues, and vassals what not enter?",military,character_traits__nature,social_status,spatial,,,
The arched bridge shall sinke vpon his piles And in his fall lift vp thy renown to heauen,architecture,destruction,military,spatial,recognition,religion,
[to the soldiers] Degenerate slaues,military,mental_faculty__state__entities,social_status,,,,
"Thy strength is vertue, ",character_traits__nature,ethics,,,,,
theirs [strength] are idle boastes.,character_traits__nature,language,,,,,
"Fame, with thy golden wings, renowne my crest,",myth,economics,recognition,heraldry,,,
Tiber take me on thy siluer brest.,nature,devotion,colors,anatomy,,,
his spirits soares too hie To be choakt in with the base element Of water,religion,physical_activities,spatial,violence,nature,,
Horatius fame Hath chekt our armies with a generall shame;,recognition,hindrance,military,emotions,,,
"tortured, With plagues more diuillish then the plague of hel.",violence,medicine,religion,,,,
"[hand] behold thy errour, Thus I will punish, I will giue thee freely Vnto the fire, nor will I weare a limbe,",anatomy,sensations,mental_faculty__state__entities,judiciary,fire,clothes,
When some strange fate thy fortunes wil deuoure.,mental_faculty__state__entities,mystical,social_status,food,,,
We would not lift a hand against that nation that breedes such noble spirits.,violence,anatomy,politics,reproduction,character_traits__nature,,
"let the innoce?t bloud Of Rape staind Lucrece crowne with death and horror The heads of all the Tarquins [rulers],",character_traits__nature,anatomy,sexuality,cleaning,politics,death,emotions
be our shock As terrible as are the meeting clowdes That breake in thunder,violence,emotions,spatial,nature,,,
"our lofty plumes vnflagd with bloud, ",character_traits__nature,animals,consumption,anatomy,,,
pleasure wantons in the aire,feelings,joviality,nature,,,,
arrowes thick as atoms hung about his eares.,weapons__armor,speed,nature,anatomy,,,
that sword that late did drinke the consuls bloud,weapons__armor,food,anatomy,politics,,,
"A winged Iennet, mount his back and fly,",animals,equestrian,danger__safety,,,,
Had I the heart to treade vpon the bulke Of my dead father,anatomy,violence,death,familial,,,
ore my caitiffe head those meteors waue.,spatial,suffering,anatomy,astrology,privation,,
the hand that this chargd soule could free.,anatomy,suffering,religion,social_relations,,,
Come on you slaues and make this earth diuine.,social_status,nature,religion,,,,
"this crimson fauor for thy sake Ile weare vpon my forehead maskt with bloud,",colors,appearance,devotion,clothes,anatomy,theatre,
Till all the moistures in the Tarquins [rulers] veines Be spilt vpon the earth,anatomy,politics,consumption,nature,,,
" and leaue thy body As dry as the parcht sommer, burnt and scorcht with the canicular starres.",privation,anatomy,nature,fire,astrology,,
the pride of Rome lies sunke and fallen.,character_traits__nature,politics,nautical,death,,,
his mounting prid's sunke in the peoples hate.,physical_activities,character_traits__nature,nautical,politics,emotions,,
"till this pile of flesh be all one wound,",quantities,anatomy,injuries,,,,
Her constant hand ript vp her innocent brest,character_traits__nature,anatomy,violence,judiciary,,,
"The poorest snakie souldier well may claime As much renowne in royall Sextus [usurper] death, As Brutus [lord],",animals,military,recognition,politics,death,social_status,
Rob not your selues of Honor in my death.,economics,recognition,death,,,,
"mightiest spirits of Greece and Troy Tugde for the masterie, Hector and Achilles, Had puissant Hector by Achilles hand, Dide in a single monomachie Achilles, Had been the worthie, ",social_relations,historical,politics,violence,anatomy,recognition,
"but being slaine by odds, The poorest Mirmidon had as much honor As saint Achilles in the Troians death.",violence,quantities,historical,recognition,religion,death,
this chale?ge breath'd so freely:,games__sports,breathing,social_relations,,,,
"The head of all these garboyles,",anatomy,social_unrest,,,,,
the chife actor Of that blacke sinne which we chastise by armes.,theatre,colors,religion,ethics,weapons__armor,,
"spill the chasest bloud that euer ran, In any matrons vaines,",violence,character_traits__nature,anatomy,time,women,,
"lesse then his renowne, Priseth his bloud, or Romes imperiall crowne",quantities,recognition,economics,anatomy,politics,,
