Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"If he go backe, I die;",MOVEMENT,SPATIAL,DEATH,,,,
"though euerie step he takes Goes to my heart, Ile rather die than seeme Not to be strange to that I most esteeme.",MOVEMENT,ANATOMY,DEATH,APPEARANCE,SOCIAL RELATIONS,MENTAL FACULTY,
"at this suspicious houre , how apt best men are to suspect vs, In any cause, that makes suspicious shadow No greater than the shadow of a haire",MENTAL FACULTY,TIME,CHARACTER TRAITS,DARKNESS,SIZE,ANATOMY,
"In your close embraces, I have set open all the dores of danger To my encompast honor, and my life: ",AFFECTION,DISCOVERING,ARCHITECTURE,DANGER & SAFETY,SPATIAL,RECOGNITION,LIFE
"[In your close embraces, I have set open all the dores of danger] Before I was secure against death and hell;",AFFECTION,DISCOVERING,ARCHITECTURE,DANGER & SAFETY,DEATH,RELIGION,
"now am subiect to the hartlesse feare: Of every shadow, and of every breath, and would change firmnesse with an aspen leafe:",SOCIAL RELATIONS,ANATOMY,EMOTIONS,DARKNESS,BREATHING,PHYSICAL ATTRIBUTES,NATURE
the daugerous siege Sin laies about vs?,DANGER & SAFETY,MILITARY,RELIGION,,,,
the tyranny He [sin] exercises when he has expugn'd,POLITICS,RELIGION,LANGUAGE,,,,
"Like to the horror of a winters thunder, Mixt with a gushing storme, that suffer nothing To stirre abroad on earth, but their own rages; Is sin, when it has gathered head aboue us: ",EMOTIONS,NATURE,ADHESION,VIOLENCE,RELIGION,SPATIAL,
"No roofe, no shelter can secure us so, But he [Sin and Storm] will drown our cheeks in feare or woe.",ACCOMMODATION,DANGER & SAFETY,RELIGION,NATURE,VIOLENCE,ANATOMY,EMOTIONS
"Sin is a coward  and insults But on our weaknesse, in his truest valour",RELIGION,CHARACTER TRAITS,DERISION,,,,
"our ignorance tames vs, that we let His [Sin's] shadowes fright vs: ",MENTAL FACULTY,EDUCATION,RELIGION,DARKNESS,EMOTIONS,,
" like empty clouds In which our faulty apprehensions fordge The formes of Dragons, Lions, Elephants, When they hold no proportion:",SPATIAL,NATURE,MENTAL FACULTY,LABOR,SIZE,MYTH,ANIMALS
"the slie charmes Of the witch policy makes him, like a monster Kept onely to show men for Goddesse money:",DECEPTION,MYSTICAL,WOMEN,POLITICS,DEFORMITIES,THEATRE,ECONOMICS
That false hagge [money] often paints him in her cloth Ten times more monstrous than he is in troth:,DECEPTION,WOMEN,ECONOMICS,ART,QUANTITIES,DEFORMITIES,APPEARANCE
"the secret of our meeting, Is onely guarded, and three friends as one , our three powers That in our one soule, are, as one vnited:",CONSUMPTION,SOCIAL RELATIONS,PRESERVATION,QUANTITIES,RELIGION,,
"Sooner shall torture be the Sire to pleasure, [Than the deare jewel of your fame in me, Be made an outcast to your infamy;]",VIOLENCE,SOCIAL STATUS,FEELINGS,ECONOMICS,RECOGNITION,SOCIAL RELATIONS,
"health be grievous to men long time sicke, Than the deare jewel of your fame in me, Be made an outcast to your infamy;",MEDICINE,TIME,SUFFERING,ECONOMICS,RECOGNITION,SOCIAL RELATIONS,
"shall my value (sacred to your vertues) Onely giue free course to it, from my selfe: ",ECONOMICS,RELIGION,ETHICS,SOCIAL RELATIONS,,,
"make it [my value] flie out of the mouths of kings In golden vapours, and with awfull wings.",ECONOMICS,ANIMALS,ANATOMY,POLITICS,NATURE,,
It [fame] rests as all kings seales were set in thee.,RECOGNITION,POLITICS,HERALDRY,,,,
"vrgent destiny, That (as great states men for their general end In politique iustice, make poore men offend) Enforceth my offence to make it iust:",MYSTICAL,POLITICS,SOCIAL STATUS,DERISION,JUDICIARY,ETHICS,
"What shall weake Dames doe, when t'whole worke of Nature Hath a strong finger in each one of vs?",WOMEN,PHYSICAL ATTRIBUTES,LABOR,NATURE,ANATOMY,,
Needs must that [the work of nature] sweep away the silly cobweb Of our still-vndone labours;,NATURE,LABOR,CLEANING,ANIMALS,,,
"as to the line, the stone, Not to the stone, the line should be oppos'd; We cannot keepe our constant course in vertue:",SPATIAL,MATERIALS,RESISTANCE,PRESERVATION,ETHICS,,
"every thought in our false clock of life, Oft times inuerts the whole circumference:",MENTAL FACULTY,DECEPTION,TIME,LIFE,SPATIAL,,
Our bodies are but thicke clouds to our soules; Through which they cannnot shine when they desire:,ANATOMY,NATURE,RELIGION,LIGHT,EMOTIONS,,
"When all the starres, and euen the sunne himselfe, Must stay the vapors times that he exhales Before he can make good his beames to vs: ",ASTROLOGY,NATURE,TIME,BREATHING,ETHICS,LIGHT,
"O how can we, that are but motes to him [the sun], wandring at random in his orderd rayes, Disperse our passions fumes, with our weake labors, That are more thick & black than all earths vapors?",MATERIALS,NATURE,MOVEMENT,CONSUMPTION,EMOTIONS,LABOR,COLORS
how could sleep forbeare to sease your beauties VVhen he might challenge them as his just prise?,SLEEP,SUFFERING,HUNTING & FISHING,APPEARANCE,GAMES & SPORT,ECONOMICS,
"To what end should I go to bed my Lord, That wholly mist the comfort of my bed?",SEXUALITY,DOMESTIC,NATURE,FEELINGS,,,
"my desires Such doters on their humours, that my iudgement Cannot subdue them to your worthier pleasure:",EMOTIONS,MENTAL FACULTY,ANATOMY,SOCIAL RELATIONS,SEXUALITY,,
pay those Rites to sleep Thy faire eyes owe him,ECONOMICS,RELIGION,SLEEP,ANATOMY,,,
great D'Ambois (Fortunes proud mushrome shot up in a night),MYSTICAL,CHARACTER TRAITS,NATURE,TIME,,,
[great D'Ambois ] Stand like an Atlas vnderneath the King;,PHYSICAL ACTIVITIES,MYTH,SPATIAL,POLITICS,,,
"convert The point of Monsieurs aime on his own [king's] breast,",TRANSFORMATION,HUNTING & FISHING,POLITICS,ANATOMY,,,
"A Princes love is like the lightnings fume, Which no man can embrace, but must consume.",POLITICS,EMOTIONS,NATURE,AFFECTION,CONSUMPTION,,
"Speake home,",LANGUAGE,DOMESTIC,,,,,
your impartiall wordes Are like braue Faulcons that dare trusse a Fowle Much greater than themselues;,LANGUAGE,CHARACTER TRAITS,ANIMALS,HUNTING & FISHING,SIZE,,
Flatterers are Kites That checke at nothing;,RECOGNITION,ANIMALS,HINDRANCE,,,,
"you shalt be my Eagle, And beare my thunder vnderneath your wings:",ANIMALS,LABOR,NATURE,SPATIAL,,,
Truths words like iewels hang in th'eares of Kings.,LANGUAGE,ECONOMICS,ANATOMY,POLITICS,,,
Would I might live to see no Iewes hang there In steede of iewels;,LIFE,SENSATIONS,JUDICIARY,ADHESION,ECONOMICS,,
"sycophants [Jews] I meane, Who vse truth like the Diuell, ",DECEPTION,ETHNICITY,LANGUAGE,RELIGION,,,
"his true Foe Cast by the Angell to the pit of feares, And bound in chaines;",SOCIAL RELATIONS,VIOLENCE,RELIGION,SPATIAL,EMOTIONS,INCARCERATION,
truth seldome decks Kings' eares:,LANGUAGE,CLOTHES,POLITICS,ANATOMY,,,
Slaue flatterie (like a Rippiers legs rowl'd up In bootes of haie-ropes) ,SOCIAL STATUS,RECOGNITION,ANIMALS,ANATOMY,CLOTHES,,
"[Slaue flatterie] with Kings' soothed guts Swadled and strappl'd, now liues only free.",SOCIAL STATUS,RECOGNITION,POLITICS,CLOTHES,LIFE,SOCIAL RELATIONS,
"O tis a subtle knaue; how like the plague Vnfelt, he strikes into the braine of truth, and rageth in his entrailes when he can, Worse than the poison of a red hair'd man.",SOCIAL STATUS,MEDICINE,VIOLENCE,ANATOMY,LANGUAGE,DECEPTION,EMOTIONS
"Flie at him and his broode, I cast thee off, And once more giue thee surname of mine Eagle.",ANIMALS,FAMILIAL,LANGUAGE,,,,
"let me have My lucerns too (or dogs inur'd to hunt Beasts of most rapine) but to put them up [the sycophants],",ANIMALS,EDUCATION,HUNTING & FISHING,ECONOMICS,DECEPTION,,
"the peoples voice, Which is the voice of God",POLITICS,SOUNDS,RELIGION,,,,
"[a great man] That affects royaltie, rising from a clapdish;",SOCIAL STATUS,POLITICS,ECONOMICS,,,,
"[a great man] That rules so much more than his suffering King, That he makes kings of his subordinate slaues:",SOCIAL STATUS,POLITICS,SUFFERING,,,,
"Himselfe and them graduate like woodmongers (Piling a stacke of billets) from the earth, Raising each other into steeples heights;",EDUCATION,ECONOMICS,LABOR,MATERIALS,NATURE,SPATIAL,ARCHITECTURE
"on the turning props Of Protean Law, and (his owne counsell keeping)",NAUTICAL,MYTH,JUDICIARY,ASSISTANCE,PRESERVATION,,
"let me but Hawk at him, Ile play the Vulture, and so thumpe his liuer,",ANIMALS,THEATRE,VIOLENCE,ANATOMY,,,
"That (like a huge vnlading Argosea) He shall confesse all, and you then may hang him.",SIZE,NAUTICAL,ECONOMICS,JUDICIARY,VIOLENCE,,
"Clergie man, that is in voice A Larke of Heauen;",RELIGION,SOUNDS,ANIMALS,,,,
[Clergie man] in heart a Mowle of earth;,RELIGION,ANATOMY,ANIMALS,NATURE,,,
Turning the rents of his [the clergy man's] superfluous Cures Into your Phesants and your Partriches;,ECONOMICS,RELIGION,MEDICINE,SOCIAL STATUS,,,
"Let me but hawk at him, and, like the other, He shall confesse all,",ANIMALS,JUDICIARY,,,,,
"[sacred law] The Sanctuarie and impregnable defence Of retir'd learning, and oppressed vertue",RELIGION,JUDICIARY,POLITICS,REPRODUCTION,MILITARY,EDUCATION,ETHICS
"a Lawyer that turnes sacred law Into a Harpye, that eates all but's owne,",JUDICIARY,TRANSFORMATION,RELIGION,MYTH,FOOD,,
[a Lawyer that turnes sacred law] Into the damned sins it punisheth;,JUDICIARY,TRANSFORMATION,RELIGION,,,,
[a Lawyer that turnes sacred law] Into the Synagogue of theeues and Atheists;,JUDICIARY,TRANSFORMATION,ECONOMICS,RELIGION,,,
"[a Lawyer that turnes] Blood into gold,",JUDICIARY,TRANSFORMATION,ANATOMY,ECONOMICS,,,
[a Lawyer that turnes] justice into lust:,JUDICIARY,TRANSFORMATION,SEXUALITY,,,,
Ile hawlke about your [Duke's] house,ANIMALS,POLITICS,ARCHITECTURE,,,,
"hold your breath, Or by that poison'd vapour not the King Shall back your murtherous valour against me.",PRESERVATION,BREATHING,VIOLENCE,POLITICS,SOCIAL RELATIONS,CHARACTER TRAITS,
"cast that popular purple, In which your proud soul sits and braues your soueraigne.",PRIVATION,COLORS,CHARACTER TRAITS,DANGER & SAFETY,POLITICS,,
He has more titles. -- So Hydra had more heads.,SOCIAL STATUS,MYTH,ANATOMY,,,,
"my Eagle, violence flies The Sanctuaries of a Princes eyes.",ANIMALS,VIOLENCE,RELIGION,MOVEMENT,POLITICS,ANATOMY,
"in himselfe (Without the outward patches of our frailtie, Riches and honour) knowes",PRIVATION,SPATIAL,CLOTHES,PHYSICAL ATTRIBUTES,ECONOMICS,RECOGNITION,MENTAL FACULTY
"the full impartiall hand of nature That all things gaue in her originall, Without these definite terms of Mine and Thine, Beene turn'd vniustly to the hand of Fortune:",JUDICIARY,ANATOMY,NATURE,WOMEN,ECONOMICS,ETHICS,MYSTICAL
"preseru'd her [nature] in her prime , No enuie, no disiunction had dissolu'd,",PRESERVATION,WOMEN,NATURE,EMOTIONS,SOCIAL RELATIONS,CONSUMPTION,
"[preseru'd her [nature]] pluck'd out one sticke of the golden fagot, In which the world of Saturne was compris'd,",PRESERVATION,WOMEN,NATURE,VIOLENCE,ECONOMICS,MYTH,
"Had all beene held together with the nerues, The genius and th'ingenuous soul ",ADHESION,ANATOMY,MYSTICAL,RELIGION,,,
"Let my hand therefore be the Hermean rodde To part and reconcile, and so conserue you,",ANATOMY,MYTH,SOCIAL RELATIONS,PRESERVATION,,,
"wee shall not seeme womanish,  though wee change thus soone Neuer so great grudge for his greater pleasure.",APPEARANCE,WOMEN,TRANSFORMATION,FEELINGS,,,
"his [the king's] hand shall prooue the Hermean rodde His grace affects,",POLITICS,ANATOMY,MYTH,CHARACTER TRAITS,,,
[insolence] To racke mens freedomes with the ruder wrongs;,DERISION,VIOLENCE,SOCIAL RELATIONS,ETHICS,,,
"My hand (stucke full of lawrell, in true signe Tis wholly dedicate to righteous peace)",ANATOMY,NATURE,LANGUAGE,DEVOTION,POLITICS,,
sacrifice Full cups to confirmation of yours loues;,VIOLENCE,RELIGION,FOOD,SOCIAL RELATIONS,DEVOTION,,
What had my bounty drunke when it rais'd him?,CHARACTER TRAITS,FOOD,SOCIAL STATUS,,,,
Y'ave stucke us up a very proper flag That takes more winde than we with all our sailes.,HINDRANCE,POLITICS,NATURE,QUANTITIES,NAUTICAL,,
Vpstarts should neuer perch too neere a crowne.,SOCIAL STATUS,ANIMALS,SPATIAL,POLITICS,,,
"as this doting hand, Euen out of earth, (like Iuno) strooke this giant, So Ioues great ordinance shall be here implide To strike him vnder the Etna of his pride:",ANATOMY,NATURE,MYTH,VIOLENCE,EMOTIONS,JUDICIARY,CHARACTER TRAITS
To which worke [striking] lend your hands and let us cast Where we may set snares for his gadding greatnes.,LABOR,VIOLENCE,ECONOMICS,ANATOMY,HUNTING & FISHING,GEOGRAPHY,SOCIAL STATUS
"women, that worst may, Still hold mens candles",WOMEN,ETHICS,ADHESION,MEN,FIRE,,
through whose [women's] charmd mouthes We may see all the close scapes of the Court:,WOMEN,MYSTICAL,ANATOMY,SENSATIONS,DECEPTION,POLITICS,
"When the most royall beast of chace, the heart (being old, And cunning in his choice of layres and haunts) Can neuer be discouered to the bow  or hound",CHARACTER TRAITS,ANIMALS,HUNTING & FISHING,ANATOMY,LIFE'S CYCLE,DECEPTION,ACCOMMODATION
"where his [the heart's] custome is To beat his vault, and he ruts with his hinde, The place is markt, and by his Venery He still is taken.",ANATOMY,ETIQUETTE,VIOLENCE,ARCHITECTURE,SEXUALITY,HUNTING & FISHING,
"If something given in hand, Sharpen their hopes of more;",ECONOMICS,ANATOMY,WEAPONS & ARMOR,QUANTITIES,EMOTIONS,,
"I have already broke the ice, [told of the plan]",VIOLENCE,MATERIALS,LANGUAGE,,,,
a spirit of Courtship of all hands:,CHARACTER TRAITS,COURTING,ANATOMY,,,,
"you reuiu'st me: may I sincke quicke into earth heere, if my tongue discouer it.",LIFE,DESTRUCTION,SPEED,NATURE,ANATOMY,DISCOVERING,
"The diuell he is, and your Lady his dam: ",RELIGION,MATRIMONY,,,,,
infinite regions between a womans tongue and her heart: is this our Goddesse of chastity?,SIZE,GEOGRAPHY,SPATIAL,WOMEN,ANATOMY,RELIGION,SEXUALITY
"for if my heart were not hoopt with adamant, the conceipt of this [betrayal] would have burst it",ANATOMY,SPATIAL,MATERIALS,MENTAL FACULTY,SOCIAL RELATIONS,VIOLENCE,
away drie palm: she has a liver as hard as a bisket,PRIVATION,PHYSICAL ATTRIBUTES,ANATOMY,FOOD,WOMEN,,
"a man may go a whole voyage with her, and get nothing but tempests at her windpipe.",MEN,GEOGRAPHY,PRIVATION,NATURE,ANATOMY,,
"Heer's one  has swallowd a porcupine, she casts pricks from her tongue so.",FOOD,ANIMALS,WOMEN,VIOLENCE,ANATOMY,,
"heer's a peacock seemes to have deuourd one of the Alpes, she has so swelling a spirit, and is so cold of her kindnesse.",ANIMALS,FOOD,NATURE,WOMEN,CHARACTER TRAITS,TEMPERATURE,
"We be no windfals my Lord; ye must gather us with the ladder of matrimony, or we'l hang till we be rotten.",NATURE,LABOR,ADHESION,MATRIMONY,CONSUMPTION,,
"your portion [dowry] is a right riddle, a man shall neuer find it out:",ECONOMICS,MATRIMONY,MEN,MENTAL FACULTY,LANGUAGE,,
"tis my chastity, which you shall neither riddle nor fiddle.",SEXUALITY,LANGUAGE,MUSIC,,,,
"when you cannot get it [chastity], it goes toth' heart on you; and that  comes most neere you: and I am sure it shall bee farre enough off;",SEXUALITY,ANATOMY,SPATIAL,MOVEMENT,,,
Farewell [woman] riddle. --medlar -- winter plum,GREETINGS,WOMEN,LANGUAGE,SEXUALITY,NATURE,FOOD,
what fruit of our inquisition? feele you nothing budding,AGRICULTURE,DISCOVERING,SENSATIONS,PRIVATION,NATURE,,
"with what monsters womens imaginations engrosse them when they are once enamour'd, ",DEFORMITIES,WOMEN,MENTAL FACULTY,SPATIAL,EMOTIONS,,
"They [enamour'd women] will make a sheepe valiant,",EMOTIONS,WOMEN,ANIMALS,CHARACTER TRAITS,,,
[enamour'd women] [will make] a Lion fearefull.,EMOTIONS,WOMEN,ANIMALS,,,,
[enamour'd women] [will make] an Asse confident,EMOTIONS,WOMEN,ANIMALS,CHARACTER TRAITS,,,
"the vnfounded Sea of womens bloods, That when tis calmest, is most dangerous;",SPATIAL,NATURE,WOMEN,ANATOMY,DANGER & SAFETY,,
"Not any wrincle creaming in their [women's] faces, When in their hearts are Scylla and Charibdis, Which still are hid in monster-formed cloudes,",PHYSICAL ATTRIBUTES,WOMEN,ANATOMY,MYTH,CONCEALMENT,DEFORMITIES,NATURE
"Where never day shines, nothing ever growes, But weeds and poisons, that no states-man knowes;",TIME,LIGHT,PRIVATION,NATURE,VIOLENCE,POLITICS,MENTAL FACULTY
Not Cerberus ever saw the damned nookes Hid with the vailes of womens vertuous lookes:,MYTH,SENSATIONS,SPATIAL,CONCEALMENT,CLOTHES,WOMEN,ETHICS
upon my hooke; He awes my throat; else like Sybillas Caue It should breath oracles; ,HUNTING & FISHING,MENTAL FACULTY,ANATOMY,MYSTICAL,NATURE,BREATHING,
"resemble his aduanced valour Vnto a spirit rais'd without a circle, Endangering him that ignorantly rais'd him,",CHARACTER TRAITS,MYSTICAL,SPATIAL,DANGER & SAFETY,MENTAL FACULTY,,
Thou dream'st awake: Obiect in th'emptie air,MENTAL FACULTY,SLEEP,PRIVATION,NATURE,,,
"Worthie the head of Titan, worth his chaire.",RECOGNITION,ANATOMY,MYTH,ECONOMICS,SOCIAL STATUS,,
"by all fruits else Alreadie sprung from that affection,",FOOD,AGRICULTURE,AFFECTION,,,,
vtter plainly what I thinke of you? Why this swims quite against the streame of greatnesse:,LANGUAGE,MENTAL FACULTY,PHYSICAL ACTIVITIES,RESISTANCE,NATURE,CHARACTER TRAITS,
"charge thee Euen from the roote of your free heart , display me",JUDICIARY,NATURE,SOCIAL RELATIONS,ANATOMY,APPEARANCE,,
"tell me what you thinke As freely and as heartily of mee, Ile be as open in my thoughts of you.-- A bargaine of mine honour",LANGUAGE,MENTAL FACULTY,SOCIAL RELATIONS,ANATOMY,SPATIAL,ECONOMICS,RECOGNITION
"prooue wee in our full dissection Neuer so foule, live still the sounder friends.",JUDICIARY,ANATOMY,ETHICS,LIFE,SOCIAL RELATIONS,,
"a man, That dares as much as a wilde horse or Tyger; As headstrong and as bloodie;",MEN,ANIMALS,CHARACTER TRAITS,VIOLENCE,,,
"[a man] to feede The rauenous wolfe of your most Caniball valour,",MEN,FOOD,ANIMALS,VIOLENCE,CHARACTER TRAITS,,
"you would 'st tire thee like a Tinkers wife,",PHYSICAL ATTRIBUTES,LABOR,MATRIMONY,,,,
"quarrell with sheepe, And runne as mad as Ajax;",VIOLENCE,ANIMALS,MOVEMENT,MENTAL FACULTY,MYTH,,
"in your valour th'art like other naturals, That have strange gifts in nature, but no soul Diffus'd quite through, to make them of a piece,",CHARACTER TRAITS,NATURE,ECONOMICS,RELIGION,SPATIAL,,
"in that valour (which is still my dunghill, To which I carrie all filth in your house) ",CHARACTER TRAITS,AGRICULTURE,LABOR,CLEANING,ARCHITECTURE,,
[in that valour ] Th'art more ridiculous and vaine-glorious Than any Mountibancke;,CHARACTER TRAITS,DERISION,ETHICS,DECEPTION,,,
"impudent Than any painted bawde; which, not to sooth And glorifie thee like a Iupiter Hammon, Thou eat'st your heart in vineger;",DERISION,APPEARANCE,SEXUALITY,RECOGNITION,MYTH,FOOD,ANATOMY
"your gall Turns all your blood to poison, which is cause Of that Tode-poole that stands in your complexion;",ANATOMY,TRANSFORMATION,MEDICINE,ANIMALS,NATURE,,
